Revenue,Community Wellbeing & Social Care,5105639066,29.11.2013,Integrated Community Equipment Service,General Materials,10.92,CPC
Revenue,Economy & Environment,5105638985,29.11.2013,Leisure Management & Admin,Printing Costs,242.00,CROSSPRINT LTD
Revenue,Childrens Services,5105635743,08.11.2013,Childrens Rights & Participation,Printing Costs,156.00,CROSSPRINT LTD
Revenue,Economy & Environment,5105638398,27.11.2013,Renewable Energy Projects,Professional Services,"7,414.41",CROWN ESTATE COMMISSIONERS
Revenue,Economy & Environment,5105638397,27.11.2013,Renewable Energy Projects,Professional Services,"-7,414.41",CROWN ESTATE COMMISSIONERS
Revenue,Economy & Environment,5105637510,20.11.2013,Environment officers,Payment to Private Contractors,650.50,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637604,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,780.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637604,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,750.01,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637612,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,859.95,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635341,08.11.2013,Children placed with Family & Friends,Boarding Out Allowances,102.91,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634269,06.11.2013,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634269,06.11.2013,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634269,06.11.2013,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634269,06.11.2013,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634269,06.11.2013,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638704,29.11.2013,Adoption Costs,Support Children,168.39,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638704,29.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635290,08.11.2013,Adoption Costs,Support Children,168.39,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635290,08.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637723,22.11.2013,Adoption Costs,Support Children,168.39,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637723,22.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636727,15.11.2013,Adoption Costs,Support Children,168.39,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636727,15.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637615,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,788.67,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,Adoption Costs,Support Children,71.70,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,Adoption Costs,Support Children,71.70,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,Adoption Costs,Support Children,71.70,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,Adoption Costs,Support Children,71.70,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635259,08.11.2013,In-house Fostering,Boarding Out Allowances,130.20,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,In-house Fostering,Boarding Out Allowances,130.20,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,In-house Fostering,Boarding Out Allowances,130.20,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637690,22.11.2013,In-house Fostering,Boarding Out Allowances,130.20,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638672,29.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636694,15.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637634,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,678.90,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637614,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,888.33,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637614,22.11.2013,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,814.71,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638774,29.11.2013,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636798,15.11.2013,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637794,22.11.2013,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635363,08.11.2013,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638774,29.11.2013,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637794,22.11.2013,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635363,08.11.2013,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636798,15.11.2013,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637814,22.11.2013,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637814,22.11.2013,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636819,15.11.2013,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636819,15.11.2013,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638794,29.11.2013,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638794,29.11.2013,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635384,08.11.2013,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635384,08.11.2013,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105634282,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"1,699.88",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637997,22.11.2013,Physical Disability Homecare,Charges from Independent Providers,0.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635836,08.11.2013,Elderly Frail Homecare,Regular Respite Care,87.12,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635820,08.11.2013,Elderly Frail Homecare,Regular Respite Care,116.16,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635837,08.11.2013,Elderly Frail Homecare,Regular Respite Care,116.16,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635837,08.11.2013,Elderly Frail Homecare,Regular Respite Care,58.08,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635831,08.11.2013,Elderly Frail Homecare,Regular Respite Care,58.08,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105638550,27.11.2013,Elderly Frail Homecare,Charges from Independent Providers,0.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635833,08.11.2013,Elderly Frail Homecare,Regular Respite Care,348.48,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635810,08.11.2013,Elderly Frail Homecare,Regular Respite Care,58.08,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635832,08.11.2013,Elderly Frail Homecare,Regular Respite Care,116.16,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105637156,20.11.2013,Elderly Frail Homecare,Charges from Independent Providers,290.40,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105636016,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,464.64,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105636017,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,297.66,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635826,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635842,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,464.64,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635840,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635824,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635797,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,638.88,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635828,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635841,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,406.56,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635808,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,001.88",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635819,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,257.73,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635798,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,319.44,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635804,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,406.56,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635838,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,016.40",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635822,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,181.50,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635843,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,14.52,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105636014,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,631.62,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635851,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,210.54,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635847,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,43.56,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635850,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,50.82,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635848,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,294.03,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635849,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,243.21,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635844,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,7.26,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635818,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635778,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,43.56,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635784,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,225.06,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635781,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,508.20,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635791,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,987.36,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635783,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,983.73,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635790,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,137.94,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635770,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,638.88,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635794,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,406.56,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635777,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,116.16,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635159,06.11.2013,Elderly Frail Homecare,Charges from Independent Providers,0.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635800,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635815,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,609.84,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635796,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,762.30,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635793,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,174.24,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635785,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"2,824.14",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635786,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,989.24",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635787,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"2,003.76",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635792,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,221.43,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635811,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,479.16,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635813,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,212.42",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105635789,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,261.36,REDACTED PERSONAL DATA
